"","Person","PostID","Score","ViewCount","QTime","HourQTime","Response_hour","Rep","Up","Down"
"51",154,161,9,2304,14809.9663916667,23,0.348360277745459,321,6,0
"52",74,165,56,22890,14809.9729782407,23,1.51887972222434,2316,74,65
"53",154,166,10,12304,14809.9733267361,23,0.211870277788904,321,6,0
"54",8,168,17,1022,14809.976906794,23,0.54576111111376,6764,604,25
"55",8,170,56,7733,14809.9791048958,23,0.130317777726385,6764,604,25
"56",71,173,15,2519,14809.98429375,23,7.89610638890001,1936,2317,1
"57",13,175,29,28291,14809.9859922454,23,0.0985963888963064,817,44,1
"58",159,181,50,39097,14810.010450463,0,0.545108333296246,18283,1014,59
"59",166,183,3,753,14810.014488044,0,64.055117500027,118,7,0
"60",1356,192,3,1597,14810.0543000347,1,11.4140455555254,745,115,1
"61",175,194,6,838,14810.0747245023,1,0.754693333307902,236,53,0
"62",173,195,5,506,14810.0840940625,2,3.03527861111694,453,15,0
"63",87,196,19,4090,14810.0954259259,2,0.120609166688389,740,58,2
"64",183,203,16,6033,14810.1470581019,3,4.55506666666932,22625,2496,45
"65",187,205,12,543,14810.1606950231,3,18.3418397221963,446,6,0
"66",188,206,13,70255,14810.1624394329,3,0.221201666659779,211,2,0
"67",190,212,3,430,14810.2044073264,4,22.1108963888884,1166,482,24
"68",159,213,51,9772,14810.2101133449,5,2.88230944441424,18283,1014,59
"69",191,216,9,483,14810.2115837963,5,0.0909841666618983,313,8,0
"70",85,220,14,9481,14810.2243537384,5,0.212401111059719,176,3,0
"71",191,222,26,36801,14810.2345666319,5,0.759740555617544,313,8,0
"72",79,223,5,291,14810.2460071412,5,0.782931388881471,212,5,0
"73",128,224,8,1418,14810.2527769676,6,0.522599166631699,166,22,0
"74",196,225,7,617,14810.2552894329,6,0.35293055554231,6140,497,114
"75",199,242,12,470,14810.3307441782,7,0.543448055585225,1815,149,3
"76",213,249,4,454,14810.3675121528,8,0.684929722216394,63,1,0
"77",217,256,14,1422,14810.398868206,9,0.523843611081441,522,16,1
"78",217,257,14,6700,14810.4019070602,9,0.109489722251892,522,16,1
"79",217,258,14,780,14810.4051378472,9,0.0133047221766578,522,16,1
"80",194,267,7,4254,14810.4416199074,10,0.579497222238117,38,4,0
"81",62,269,11,53644,14810.4636852199,11,0.238080555597941,549,13,3
"82",90,270,12,1291,14810.4644417824,11,0.351472222208977,561,27,0
"83",90,276,8,1517,14810.4884839468,11,0.920458333359824,561,27,0
"84",215,277,12,3033,14810.4923899306,11,30.6167730555932,2496,5,0
"85",221,278,6,120,14810.4926798958,11,1.50104166666667,615,95,0
"86",215,283,22,13685,14810.5063478819,12,2.23955166664388,2496,5,0
"87",90,287,7,1068,14810.5203426736,12,48.6943500000238,561,27,0
"88",220,288,5,1093,14810.5205345718,12,1.65227499994967,248,11,0
"89",189,290,6,811,14810.5232705671,12,2.07688416666455,205,0,0
"90",125,298,55,67592,14810.5498876968,13,0.0775016666783227,391,0,0
"91",196,305,27,2939,14810.5970067477,14,0.347646388941341,6140,497,114
"92",220,321,10,1950,14810.6676572917,16,1201.4876425,248,11,0
"93",3807,322,11,1449,14810.6692231134,16,1.28344166669581,367,34,1
"94",75,328,5,2388,14810.6855180903,16,0.0714936110708449,321,4,0
"95",88,341,2,435,14810.7586753472,18,12.4524111111297,14082,4235,126
"96",247,346,26,4873,14810.8064377315,19,0.638225833310021,898,82,3
"97",3807,354,8,676,14810.9350241088,22,0.910921388930745,367,34,1
"98",90,359,9,425,14810.9783529282,23,18.993813888828,561,27,0
"99",196,362,14,25597,14811.0170775463,0,15.1997741666767,6140,497,114
"100",74,363,52,5188,14811.0306550579,0,0.851361944410536,2316,74,65
"101",191,369,6,485,14811.1578423264,3,2.77186944438352,313,8,0
"102",252,372,2,754,14811.1848096065,4,1.94563055555026,315,8,0
"103",252,373,24,1439,14811.1880863773,4,1.24812333332168,315,8,0
"104",252,374,6,273,14811.1893810185,4,1.61682583332062,315,8,0
"106",210,395,4,174,14811.425993206,10,2.42371777779526,337,32,1
"107",219,409,2,232,14811.5496894329,13,0.155744444462988,184,2,0
"108",89,411,31,3293,14811.5688285069,13,63.2631000000238,1281,61,4
"109",89,414,20,5291,14811.5764912847,13,0.0512072222100364,1281,61,4
"110",77,418,13,1382,14811.6046550579,14,2.98885555558734,260,36,0
"111",219,421,52,11458,14811.6259389699,15,0.130671111146609,184,2,0
"112",5,423,156,64481,14811.6342765394,15,0.136774999962913,6792,662,5
"113",215,452,9,9951,14811.7396015046,17,3.00183527780904,2496,5,0
"114",259,459,7,367,14811.8331946759,19,0.128899166650242,138,3,0
"115",223,480,14,1711,14812.374037037,8,0.921000000039736,4022,345,19
"116",199,481,7,885,14812.3871237269,9,0.123614722225401,1815,149,3
"117",183,485,48,4470,14812.4223387384,10,1.59235916667514,22625,2496,45
"118",266,486,17,23985,14812.4244815972,10,1.52437694443597,1272,108,1
"119",223,490,16,2262,14812.4656182523,11,0.722664722204208,4022,345,19
"120",210,492,10,534,14812.4800552894,11,0.215681388907962,337,32,1
"121",62,498,2,2137,14812.4988648495,11,0.457468611134423,549,13,3
"122",267,499,17,478,14812.5045001968,12,0.166777777804269,91,4,0
"123",215,507,12,3303,14812.5697944097,13,0.0466655555698607,2496,5,0
"124",68,517,13,1760,14812.6813204861,16,0.299938888880942,503,10,0
"125",88,526,7,466,14812.8039568287,19,29.4759611111217,14082,4235,126
"126",114,527,6,2504,14812.8860225347,21,1.37034722222222,708,44,1
"127",159,534,44,11149,14813.0805846875,1,0.0693027777804269,18283,1014,59
"128",174,539,34,9369,14813.2619272801,6,0.0816100000010596,792,163,4
"129",266,548,5,571,14813.4526962963,10,5.64688611110051,1272,108,1
"130",39,558,11,339,14813.6774668634,16,9.43208694444762,1651,12,0
"131",5,562,10,1005,14813.7022197917,16,0.188082500033908,6792,662,5
"132",215,563,8,1855,14813.7037050579,16,82.8904072221783,2496,5,0
"133",215,564,5,1498,14813.7068294329,16,3.7481102777852,2496,5,0
"134",251,570,12,753,14813.7496223032,17,79.1391738888952,7931,819,0
"135",190,573,10,1043,14813.823440625,19,2407.73263888889,1166,482,24
"136",196,575,14,6570,14813.8431172107,20,15.9176155555248,6140,497,114
"137",196,577,79,22354,14813.8675039352,20,0.568357500036557,6140,497,114
"138",99,581,4,3982,14813.9254253472,22,2.53509805553489,151,3,0
"139",190,590,2,242,14814.3814148495,9,27.452621388899,1166,482,24
"140",240,594,12,273,14814.8097123495,19,0.952180555529065,281,8,0
"141",240,596,0,247,14814.8269528935,19,492.364728611112,281,8,0
"142",88,602,3,247,14814.9372749653,22,109.237262777819,14082,4235,126
"143",165,604,7,480,14814.9646512731,23,0.278411111169391,36,1,0
"144",196,608,19,1244,14815.2141242245,5,233.253188888894,6140,497,114
"145",144,612,12,3981,14815.6052288542,14,0.416850000023842,1396,477,1
"146",107,614,22,2267,14815.6207230671,14,0.523166666693158,160,20,3
"147",159,622,15,3833,14816.3835774653,9,5.46851944446564,18283,1014,59
"148",59,624,3,239,14816.4952665162,11,0.146654444469346,402,51,0
"149",88,631,22,4341,14816.6741414005,16,0.2109044444561,14082,4235,126
"150",59,633,4,411,14816.7286976505,17,0.290458333293597,402,51,0
"151",59,638,8,771,14816.7670802894,18,1.05391749997934,402,51,0
"152",74,641,4,1286,14816.8061745023,19,0.0404599999719196,2316,74,65
"153",7,643,21,1582,14816.8101508912,19,0.12578333331479,429,20,0
"154",9426,645,11,2750,14816.8117254977,19,0.0997011111179988,407,48,5
"155",9426,652,16,16577,14816.8193214931,19,0.167937777837118,407,48,5
"156",292,660,7,510,14816.8354472569,20,0.888810277779897,138,15,4
"157",327,665,39,11200,14816.8453435185,20,0.0245436110761431,303,0,0
"158",333,672,21,5405,14816.8545892014,20,1.08138972222805,1233,75,4
"159",327,685,-3,288,14816.9030193287,21,0.327824166682031,303,0,0
"160",72,692,9,332,14816.9373658218,22,2.12932111110952,800,58,0
"161",402,712,12,1343,14817.1655423958,3,2.04642972224289,61,0,0
"162",130,715,2,594,14817.1961251157,4,2.21146111110846,241,2,0
"163",190,723,7,1836,14817.2500890046,6,0.86705277774069,1166,482,24
"164",223,725,5,644,14817.2574461458,6,3.94978138883909,4022,345,19
"165",223,726,124,34780,14817.2643388889,6,0.0550980555348926,4022,345,19
"166",210,743,4,441,14817.3426643171,8,10.3404813889,337,32,1
"167",445,764,12,1725,14817.4787059375,11,1.63845833334658,152,32,0
"168",327,769,2,247,14817.5325048611,12,0.640174999965562,303,0,0
"169",453,770,6,282,14817.5371556713,12,0.157721388869815,131,0,0
"170",460,775,9,1423,14817.5520235764,13,0.340729444490539,148,4,0
"171",463,779,8,857,14817.5761698264,13,0.215626111163033,141,11,0
"172",228,790,3,1540,14817.6158523148,14,0.302340833346049,121,9,0
"173",474,795,-3,728,14817.6306885764,15,0.318721388843324,22,0,0
"174",476,798,21,28339,14817.6401437153,15,0.145182222194142,208,0,1
"175",59,806,4,1793,14817.6643321412,15,0.638212777773539,402,51,0
"176",223,812,6,942,14817.6803574074,16,1.4147536110878,4022,345,19
"177",488,820,0,125,14817.6962855324,16,0.0683250000079473,109,2,0
"178",480,825,22,5272,14817.7115475694,17,0.0313480555348926,113,0,0
"179",498,834,3,3981,14817.7405697106,17,0.472012222210566,19,0,0
"180",501,837,0,1195,14817.7678272801,18,1.04940444442961,300,9,0
"181",30,841,14,1016,14817.7764154745,18,0.1812861111429,2185,40,3
"182",503,846,1,437,14817.7992322569,19,0.386788888838556,108,1,0
"183",500,847,0,123,14817.8006138542,19,0.710298888882001,104,0,0
"184",506,856,8,1655,14817.8505297106,20,19.1312619444397,223,14,0
"185",445,859,11,1535,14817.8800940625,21,3.37260000003709,152,32,0
"186",455,866,55,11646,14818.0488243403,1,3.26635388890902,378,26,0
"187",9426,868,3,792,14818.1358156597,3,0.564850000010596,407,48,5
"188",520,870,13,14181,14818.1631533218,3,24.1924444444312,268,9,0
"189",520,871,19,9102,14818.1724996875,4,0.211875,268,9,0
"191",223,880,6,392,14818.3442225347,8,6.70815166658825,4022,345,19
"192",34,881,5,264,14818.3443487616,8,0.0987872222397062,185,23,0
"194",213,887,3,723,14818.5016326736,12,0.167202777796321,63,1,0
"195",284,897,8,2528,14818.5642690162,13,1.07902611109946,190,191,0
"196",5,898,5,725,14818.5757839468,13,0.133796388904254,6792,662,5
"197",219,899,11,860,14818.5786863773,13,1.5220852777693,184,2,0
"198",59,913,3,600,14818.6771745718,16,0.10933333337307,402,51,0
"199",559,920,4,653,14818.7188552083,17,3.58778611110316,485,9,0
"200",559,924,6,719,14818.7336217593,17,0.075361944437027,485,9,0
"201",319,927,17,778,14818.7387696412,17,0.565889722241296,1994,62,0
"202",1356,928,5,2162,14818.7485150116,17,0.122266666624281,745,115,1
"203",560,929,0,191,14818.7497986111,17,0.607588888936573,104,0,0
"204",559,939,3,556,14818.8635801736,20,0.4749638888571,485,9,0
"205",75,942,15,1955,14818.8842984606,21,9.95460555553436,321,4,0
"206",569,946,2,633,14818.9100589468,21,0.0631694444682863,307,43,0
"207",511,949,15,1880,14818.9160033912,21,4440.08228999999,1796,33,4
"208",172,951,6,574,14819.0334676273,0,10.8917658333646,564,15,0
"209",513,952,3,322,14819.0735541667,1,4.25181861109204,16,0,0
"210",175,955,0,1267,14819.1423991898,3,2.51440916670693,236,53,0
"211",582,961,10,1991,14819.2969503819,7,4.57023805552059,2400,692,23
"212",438,964,3,393,14819.353200463,8,0.299502777788374,2133,28,1
"213",223,973,16,4214,14819.5017169792,12,10.4626444444391,4022,345,19
"214",210,977,2,373,14819.5721413194,13,0.120817500021723,337,32,1
"215",608,1001,3,1036,14819.7824912847,18,0.212490555577808,138,4,0
"216",196,1012,0,538,14819.8958054398,21,0.284140833351347,6140,497,114
"217",108,1015,7,699,14819.9193968403,22,2.67043611109257,305,4,0
"218",614,1016,8,4921,14819.9198164699,22,1.34457222216659,305,7,0
"219",74,1023,7,692,14819.9612118866,23,3.64161555555132,2316,74,65
"220",608,1028,10,3899,14820.0384329051,0,2.96325472222434,138,4,0
"221",168,1040,1,759,14820.6002008102,14,0.239494444462988,147,8,1
"222",614,1047,13,4458,14820.7089996875,17,0.153358333375719,305,7,0
"223",172,1053,17,1552,14821.0360260764,0,0.833478888935513,564,15,0
"224",172,1054,4,508,14821.0411035069,0,1.14867138889101,564,15,0
"225",339,1060,6,958,14821.4026310532,9,0.404755555589994,3039,125,0
"226",368,1062,4,713,14821.5966880787,14,5.46840361111694,369,5,0
"227",353,1063,5,11865,14821.6036521181,14,1.28053888890478,101,2,0
"228",634,1066,1,268,14821.7641954514,18,0.508433333370421,426,8,0
"229",144,1081,3,556,14822.3028223727,7,26.7086388889286,1396,477,1
"230",642,1084,4,667,14822.5055823264,12,0.357406666676203,23,0,0
"231",647,1093,2,386,14822.938378044,22,0.125990833375189,141,14,0
"232",282,1095,0,215,14822.9529331366,22,336.78527416673,101,2,0
"233",588,1099,6,1409,14823.1947068634,4,5.38559166669846,1034,38,0
"234",652,1112,11,5715,14823.6103596065,14,0.294501944449213,158,0,0
"235",474,1115,-2,973,14823.6865425579,16,0.253348888887299,22,0,0
"236",660,1126,10,387,14823.7286121181,17,0.467511111100515,286,16,3
"237",474,1130,4,467,14823.7807298958,18,4.79196305559741,22,0,0
"238",287,1133,6,6064,14823.8053571759,19,7.57984166661898,847,19,0
"239",667,1142,36,11691,14823.8593478009,20,0.175959166619513,406,11,0
"240",253,1160,1,387,14824.1270561343,3,0.77026194439994,5309,1160,5
"241",438,1164,50,2732,14824.3260879977,7,1.27298166665766,2133,28,1
"242",364,1169,5,710,14824.5140033565,12,0.164125000039736,5442,115,2
"243",8,1173,13,1765,14824.5671099884,13,0.312155555552906,6764,604,25
"244",634,1174,20,18749,14824.579396956,13,0.343000833325916,426,8,0
"245",573,1184,3,1199,14824.6852891551,16,0.968869444462988,365,260,0
"246",11,1194,29,5877,14824.8471910069,20,0.323030555579397,136,10,0
"247",687,1195,5,237,14824.8497079861,20,119.601700833374,26,0,0
"248",608,1202,2,361,14824.9233083333,22,0.261409166720178,138,4,0
"249",366,1205,4,3157,14824.9561159722,22,17.0116083333227,21,0,0
"250",667,1207,15,3766,14825.0223768519,0,5.14703805552589,406,11,0
"251",698,1215,2,139,14825.2373968403,5,0.508684166669846,113,2,0
"252",127,1223,11,3783,14825.4184616898,10,3.49230361110634,236,29,1
"253",588,1228,8,286,14825.5038194444,12,0.77654444442855,1034,38,0
"254",684,1241,10,1608,14825.634347338,15,0.695626944435967,186,8,0
"255",168,1249,5,425,14825.6700964931,16,191.103007222282,147,8,1
"256",59,1252,22,5329,14825.6943200231,16,0.837161944442325,402,51,0
"257",738,1253,6,267,14825.7035207986,16,0.710641666650772,131,6,0
"258",196,1256,5,757,14825.7357616088,17,0.931260277761353,6140,497,114
"259",287,1261,3,213,14825.7964149306,19,0.209310277766652,847,19,0
"260",253,1266,10,7210,14825.8341179051,20,1.25833333333333,5309,1160,5
"261",170,1268,10,2056,14825.8687969097,20,0.316227777798971,208,48,1
"262",749,1270,3,426,14825.8833779745,21,2.40193333334393,292,6,0
"263",273,1274,6,579,14825.9291623495,22,1.47464055558046,1384,17,0
"264",588,1278,3,5222,14826.0585930556,1,15.5035091666381,1034,38,0
"265",196,1286,4,3092,14826.2047021991,4,5.38359916667144,6140,497,114
"266",760,1289,7,1139,14826.4191550579,10,0.472044444415304,168,13,0
"267",217,1292,11,2663,14826.4463463773,10,1.26605722215441,522,16,1
"268",59,1293,0,576,14826.4494541319,10,2.28741555558311,402,51,0
"269",762,1296,9,1345,14826.4995958333,11,0.214416666693158,48,1,0
"271",765,1308,17,4654,14826.5834227199,14,0.171995555559794,86,0,0
"272",775,1315,17,2208,14826.8101164352,19,0.122789722217454,436,5,0
"273",776,1321,6,535,14826.8839127662,21,0.803741666674614,1895,225,1
"274",1356,1324,4,293,14826.9280093403,22,0.324061944484711,745,115,1
"275",521,1337,69,66972,14827.0790164699,1,0.0190713889069027,2133,65,0
"276",189,1350,1,1178,14827.2722976042,6,3.04200194444921,205,0,0
"277",144,1352,10,864,14827.3376526968,8,3.05741222216023,1396,477,1
"278",114,1355,5,324,14827.4085038194,9,2.41403694444233,708,44,1
"279",650,1358,12,415,14827.4564678241,10,1.68789166669051,230,45,0
"280",791,1369,0,172,14827.5846887731,14,1.21376027776135,123,20,0
"281",795,1376,4,464,14827.793153669,19,19.6448694444365,5606,1547,8
"282",71,1378,8,219,14827.9126299769,21,17.4972249999973,1936,2317,1
"283",795,1380,3,1055,14827.9277997338,22,151.889620277749,5606,1547,8
"284",799,1383,0,429,14828.1579436343,3,126.551450000008,103,0,0
"285",438,1385,9,1034,14828.2135079051,5,17.8354936111636,2133,28,1
"286",795,1386,11,3026,14828.2215158218,5,2.08226666662428,5606,1547,8
"287",189,1389,4,1387,14828.3077307523,7,0.213973055548138,205,0,0
"288",807,1395,4,436,14828.5786675116,13,7.36088999999894,123,14,0
"289",364,1399,7,1369,14828.7569701389,18,0.358456388910611,5442,115,2
"290",196,1412,3,575,14829.7574172454,18,0.28452416671647,6140,497,114
"291",196,1413,2,529,14829.7601335301,18,1.2012452777889,6140,497,114
"292",1356,1424,4,876,14830.0001569444,0,0.625424999992053,745,115,1
"293",394,1427,2,463,14830.1651631597,3,0.127061944405238,33,0,0
"294",352,1430,6,1368,14830.2852176273,6,0.243854722248183,793,236,2
"295",196,1432,26,15463,14830.3142681366,7,2.90087388892968,6140,497,114
"297",159,1444,66,28878,14830.5818489931,13,0.132898333337572,18283,1014,59
"298",6967,1447,13,7960,14830.6199355324,14,0.281181388894717,441,2,0
"299",247,1454,1,87,14830.7385857292,17,0.332625000013245,898,82,3
"300",253,1455,7,2435,14830.7411137384,17,0.22007777776983,5309,1160,5
"301",148,1458,23,2431,14830.7527125,18,0.867110277745459,228,12,0
"302",833,1459,4,2209,14830.7574031597,18,4.28718888892068,21,0,0
"303",834,1460,1,1017,14830.7613647801,18,0.193900833328565,136,8,0
"304",6967,1462,3,1515,14830.7871564005,18,0.157595555583636,441,2,0
"305",511,1469,3,174,14830.9132915856,21,41.4198316666153,1796,33,4
"306",840,1471,4,3221,14830.9341574884,22,0.103295277754466,259,19,1
"307",795,1478,3,543,14831.0232287037,0,0.126250833339161,5606,1547,8
"308",851,1485,4,543,14831.2785531597,6,40.1201888888412,1075,11,1
"309",213,1487,1,145,14831.2884444097,6,0.126607222159704,63,1,0
"310",852,1493,4,261,14831.3651009259,8,12.8196647222175,21,0,0
"311",665,1495,11,310,14831.3764201389,9,1.37371027774281,58,5,0
"312",114,1501,3,210,14831.5744324421,13,1.19867333332698,708,44,1
"313",6967,1507,0,385,14831.6694102662,16,0.327815555599001,441,2,0
"314",857,1517,2,1368,14831.9438216782,22,0.955392777721087,101,0,0
"315",830,1519,6,3708,14832.1062962153,2,223.776642777787,830,148,0
"316",862,1520,6,1448,14832.220411956,5,7.64620555559794,531,2,0
"317",485,1521,14,5188,14832.2304459144,5,0.886841666698456,2908,444,11
"318",74,1525,11,13526,14832.3083653125,7,0.377246388859219,2316,74,65
"319",8,1529,8,498,14832.423196331,10,20244.8218611111,6764,604,25
"320",588,1531,4,8479,14832.4378648958,10,1.38900083336565,1034,38,0
"321",867,1534,2,116,14832.5087450579,12,1.8804205555386,11,0,0
"322",650,1538,13,1029,14832.552365706,13,0.31190444442961,230,45,0
"323",870,1540,4,4100,14832.5682829514,13,0.26029444442855,257,7,0
"324",125,1542,1,658,14832.5752354167,13,0.367020277778308,391,0,0
"325",559,1555,4,3375,14832.8551586806,20,21.3823055555423,485,9,0
"326",559,1556,7,968,14832.8720068634,20,0.276280555526416,485,9,0
"327",795,1557,7,489,14832.8732792477,20,0.38787583331267,5606,1547,8
"328",876,1561,1,532,14832.8945626505,21,1.35436944444974,123,4,0
"329",291,1571,4,926,14832.9914581019,23,0.929272222254011,251,51,0
"330",776,1576,65,34617,14833.1570137384,3,0.158427777820163,1895,225,1
"331",183,1580,12,7655,14833.2106795949,5,0.46273611108462,22625,2496,45
"332",196,1583,3,357,14833.2824606134,6,1.85011833329995,6140,497,114
"333",888,1590,0,591,14833.3683605324,8,2.05009083337254,315,8,0
"334",890,1595,192,60964,14833.4491366551,10,0.197702777783076,155,23,0
"335",445,1601,6,4097,14833.5557079861,13,2.72693416661686,152,32,0
"336",847,1604,4,412,14833.6367539699,15,4.59442222224341,591,15,0
"337",110,1610,38,11197,14833.8298861921,19,0.253105555574099,443,9,1
"338",572,1611,26,1460,14833.8399716435,20,0.260940833356645,161,2,0
"339",511,1621,7,427,14833.9952804398,23,856.642734166649,1796,33,4
"340",795,1622,1,294,14834.0128979167,0,5.54111194438404,5606,1547,8
"341",850,1624,3,365,14834.033518206,0,0.363690833316909,193,10,0
"342",199,1637,20,6142,14834.403624537,9,0.192094444433848,1815,149,3
"343",1356,1645,14,6412,14834.5295164352,12,0.0795213888751136,745,115,1
"344",183,1646,7,1032,14834.5308323264,12,655.914201111065,22625,2496,45
"345",364,1649,5,470,14834.5823908218,13,0.310340555575159,5442,115,2
"346",559,1660,8,649,14834.6970501505,16,1.73654166671965,485,9,0
"347",110,1667,4,1121,14834.9368987269,22,1.48432583338684,443,9,1
"348",110,1668,12,1518,14834.9415607986,22,2.4446622222662,443,9,1
"349",511,1674,4,294,14835.0636972569,1,19.5638538888428,1796,33,4
"350",110,1676,7,1484,14835.0690191319,1,0.126203888853391,443,9,1
"351",511,1681,3,274,14835.3027787037,7,65.5697075000074,1796,33,4
"352",937,1687,2,242,14835.583521956,14,4.54196750005086,115,2,0
"353",862,1699,5,923,14836.132012419,3,9.33711027774546,531,2,0
"354",952,1708,2,915,14836.5908959491,14,837.234767499963,14,0,0
"355",198,1709,4,858,14836.6044397801,14,1.28685083329678,908,69,0
"356",339,1713,9,2141,14836.7096020833,17,6.56745194448365,3039,125,0
"357",59,1719,7,884,14836.9521989931,22,3.78623722222116,402,51,0
"358",913,1729,6,1566,14837.3412768171,8,0.263123888903194,262,3,0
"359",962,1735,4,1665,14837.4838294329,11,856.881388888889,43,1,0
"360",172,1736,17,2791,14837.5072866551,12,1.92072944449054,564,15,0
"361",196,1749,5,372,14837.7274185995,17,0.272360000014305,6140,497,114
"362",968,1753,1,1164,14837.7511935995,18,1.95510555558734,108,10,0
"363",569,1757,6,474,14837.983575081,23,1.58754888885551,307,43,0
"364",253,1761,22,2240,14838.1194749653,2,0.922774999936422,5309,1160,5
"365",144,1764,17,1101,14838.2239738426,5,0.999368611110581,1396,477,1
"366",977,1773,6,2525,14838.382990081,9,0.16292500005828,423,13,0
"367",962,1776,-1,246,14838.4745228356,11,0.546447222232819,43,1,0
"368",114,1780,6,313,14838.548722338,13,0.705661944415834,708,44,1
"369",919,1781,16,980,14838.5489487616,13,60.6143583333492,87393,11273,779
"370",253,1787,5,1196,14838.6643410532,15,3.55972583333651,5309,1160,5
"371",979,1790,6,296,14838.6940370718,16,0.166473333305783,261,12,0
"372",601,1797,11,1560,14838.8024644676,19,24.0089186110761,13478,283,17
"373",835,1799,7,937,14838.8340243056,20,16.8449769444598,176,36,0
"374",561,1805,20,18993,14838.9876404282,23,0.478992777797911,2002,155,11
"375",850,1807,15,4847,14839.0691089468,1,0.527596388922797,193,10,0
"376",339,1812,5,704,14839.3173580208,7,1.00598333332274,3039,125,0
"377",986,1813,9,398,14839.3540756134,8,0.481857500010067,148,3,0
"378",174,1815,21,5593,14839.3711070602,8,1.76726749996344,792,163,4
"379",588,1818,11,11533,14839.455809838,10,0.111359166635407,1034,38,0
"380",283,1822,3,613,14839.4841498495,11,1.64010833336247,118,23,0
"381",5,1826,26,2762,14839.549527662,13,0.152611944410536,6792,662,5
"382",988,1829,16,5904,14839.5628674769,13,0.509561111132304,168,31,0
"383",990,1838,8,3886,14839.6221658912,14,0.501284444464578,147,11,0
"384",990,1841,6,472,14839.638713044,15,77.2250480555826,147,11,0
"385",25,1844,13,3142,14839.6578197569,15,38.9848488889138,4968,328,23
"386",991,1848,8,1201,14839.696665162,16,0.249630555576748,143,1,0
"387",559,1850,10,15328,14839.7328388889,17,15.2575166666508,485,9,0
