"","Person","PostID","Score","ViewCount","QTime","HourQTime","Response_hour"
"126",114,502,6,2504,1279833352.347,21,9999999
"127",159,509,44,11149,1279850162.517,1,9999999
"128",174,513,34,9369,1279865830.517,6,9999999
"129",266,522,5,571,1279882312.96,10,9999999
"130",39,532,11,339,1279901733.137,16,9999999
"131",5,536,10,1005,1279903871.79,16,9999999
"132",215,537,8,1855,1279904000.117,16,9999999
"133",215,538,5,1498,1279904270.063,16,9999999
"134",251,544,12,753,1279907967.367,17,9999999
"135",190,547,10,1043,1279914345.27,19,9999999
"136",196,549,14,6570,1279916045.327,20,9999999
"137",196,551,79,22354,1279918152.34,20,9999999
"138",99,554,4,3982,1279923156.75,22,9999999
"139",190,563,2,242,1279962554.243,9,66.6253722221984
"140",240,567,12,273,1279999559.147,19,9999999
"141",240,569,0,247,1280001048.73,19,9999999
"142",88,574,3,247,1280010580.557,22,9999999
"143",165,576,7,480,1280012945.87,23,9999999
"144",196,580,19,1244,1280034500.333,5,9999999
"145",144,584,12,3981,1280068291.773,14,9999999
"146",107,586,22,2267,1280069630.473,14,9999999
"147",159,594,15,3833,1280135541.093,9,-36.82058222221
"148",59,596,3,239,1280145191.027,11,452.325201666686
"149",88,601,22,4341,1280160645.817,16,9999999
"150",59,603,4,411,1280165359.477,17,9999999
"151",59,608,8,771,1280168675.737,18,195.982243333326
"152",74,610,4,1286,1280172053.477,19,9999999
"153",7,612,21,1582,1280172397.037,19,-28.5012788888481
"154",9426,614,11,2750,1280172533.083,19,-28.060891666611
"155",9426,620,16,16577,1280173189.377,19,9999999
"156",292,628,7,510,1280174582.643,20,9999999
"157",327,633,39,11200,1280175437.68,20,-2.50904250005881
"158",333,638,21,5405,1280176236.507,20,-1.04629638890425
"159",327,650,-3,288,1280180420.87,21,9999999
"160",72,655,9,332,1280183388.407,22,9999999
"161",402,674,12,1343,1280203102.863,3,9999999
"162",130,677,2,594,1280205745.21,4,9999999
"163",190,683,7,1836,1280210407.69,6,9999999
"164",223,685,5,644,1280211043.347,6,-8.17841944449478
"165",223,686,124,34780,1280211638.88,6,9999999
"166",210,701,4,441,1280218406.197,8,9999999
"167",445,721,12,1725,1280230160.193,11,9999999
"168",327,726,2,247,1280234808.42,12,-6.38088527778784
"169",453,727,6,282,1280235210.25,12,9999999
"170",460,732,9,1423,1280236494.837,13,9999999
"171",463,736,8,857,1280238581.073,13,9999999
"172",228,747,3,1540,1280242009.64,14,9999999
"173",474,752,-3,728,1280243291.493,15,9999999
"174",476,755,21,28339,1280244108.417,15,9999999
"175",59,763,4,1793,1280246198.297,15,9999999
"176",223,769,6,942,1280247582.88,16,-2.90828611115615
"177",488,777,0,125,1280248959.07,16,9999999
"178",480,782,22,5272,1280250277.71,17,9999999
"179",498,791,3,3981,1280252785.223,17,9999999
"180",501,794,0,1195,1280255140.277,18,9999999
"181",30,798,14,1016,1280255882.297,18,-3.12533999999364
"182",503,803,1,437,1280257853.667,19,9999999
"183",500,804,0,123,1280257973.037,19,9999999
"184",506,813,8,1655,1280262285.767,20,9999999
"185",445,816,11,1535,1280264840.127,21,9999999
"186",455,823,55,11646,1280279418.423,1,9999999
"187",9426,825,3,792,1280286934.473,3,-10.151086111135
"188",520,827,13,14181,1280289296.447,3,9999999
"189",520,828,19,9102,1280290103.973,4,9999999
"190",531,834,3,716,1280298696.857,6,-12.2812194444074
"191",223,837,6,392,1280304940.827,8,-12.7840816667345
"192",34,838,5,264,1280304951.733,8,9999999
"193",541,841,28,1102,1280310854.73,9,-15.0888341666592
"194",213,843,3,723,1280318541.063,12,9999999
"195",284,849,8,2528,1280323952.843,13,9999999
"196",5,850,5,725,1280324947.733,13,9999999
"197",219,851,11,860,1280325198.503,13,9999999
"198",59,863,3,600,1280333707.883,16,9999999
"199",559,870,4,653,1280337309.09,17,10.8555991666847
"200",559,872,6,719,1280338584.92,17,9999999
"201",319,875,17,778,1280339029.697,17,9999999
"202",1356,876,5,2162,1280339871.697,17,9999999
"203",560,877,0,191,1280339982.6,17,9999999
"204",559,887,3,556,1280349813.327,20,-8.51953722225295
"205",75,890,15,1955,1280351603.387,21,-3.98739555557569
"206",569,894,2,633,1280353829.093,21,9999999
"207",511,897,15,1880,1280354342.693,21,-7.36259888894028
"208",172,899,6,574,1280364491.603,0,-9.39266472220421
"209",513,900,3,322,1280367955.08,1,9999999
"210",175,903,0,1267,1280373903.29,3,9999999
"211",582,909,10,1991,1280387256.513,7,9999999
"212",438,912,3,393,1280392116.52,8,9999999
"213",223,921,16,4214,1280404948.347,12,9999999
"214",210,923,2,373,1280411033.01,13,9999999
"215",608,942,3,1036,1280429207.247,18,-11.6020222222143
"216",196,951,0,538,1280438997.59,21,-9.80434166663223
"217",108,954,7,699,1280441035.887,22,9999999
"218",614,955,8,4921,1280441072.143,22,-16.1436055555609
"219",74,960,7,692,1280444648.707,23,9999999
"220",608,965,10,3899,1280451320.603,0,9999999
"221",168,975,1,759,1280499857.35,14,9999999
"222",614,981,13,4458,1280509257.573,17,9999999
"223",172,987,17,1552,1280537512.653,0,9999999
"224",172,988,4,508,1280537951.343,0,9999999
"225",339,994,6,958,1280569187.323,9,9999999
"226",368,996,4,713,1280585953.85,14,9999999
"227",353,997,5,11865,1280586555.543,14,9999999
"228",634,1000,1,268,1280600426.487,18,9999999
"229",144,1009,3,556,1280646963.853,7,9999999
"230",642,1012,4,667,1280664482.313,12,-62.3505044444402
"231",647,1020,2,386,1280701875.863,22,9999999
"232",282,1022,0,215,1280703133.423,22,9999999
"233",588,1025,6,1409,1280724022.673,4,9999999
"234",652,1037,11,5715,1280759935.07,14,9999999
"235",474,1040,-2,973,1280766517.277,16,-73.8327074999942
"236",660,1051,10,387,1280770152.087,17,9999999
"237",474,1055,4,467,1280774655.063,18,9999999
"238",287,1058,6,6064,1280776782.86,19,9999999
"239",667,1066,36,11691,1280781447.65,20,-49.7752230555481
"240",253,1083,1,387,1280804577.65,3,9999999
"241",438,1086,50,2732,1280821774.003,7,9999999
"242",364,1089,5,710,1280838009.89,12,9999999
"243",8,1093,13,1765,1280842598.303,13,-38.9635758333074
"244",634,1094,20,18749,1280843659.897,13,9999999
"245",573,1104,3,1199,1280852808.983,16,9999999
"246",11,1114,29,5877,1280866797.303,20,9999999
"247",687,1115,5,237,1280867014.77,20,-27.662621388899
"248",608,1122,2,361,1280873373.84,22,9999999
"249",366,1125,4,3157,1280876208.42,22,9999999
"250",667,1127,15,3766,1280881933.36,0,9999999
"251",698,1133,2,139,1280900511.087,5,-26.7891102777587
"252",127,1141,11,3783,1280916155.09,10,9999999
"253",588,1145,8,286,1280923530,12,9999999
"254",684,1157,10,1608,1280934807.61,15,9999999
"255",168,1164,5,425,1280937896.337,16,-30.9832222221957
"256",59,1166,22,5329,1280939989.25,16,9999999
"257",738,1167,6,267,1280940784.197,16,9999999
"258",196,1170,5,757,1280943569.803,17,9999999
"259",287,1175,3,213,1280948810.25,19,9999999
"260",253,1180,10,7210,1280952067.787,20,9999999
"261",170,1181,10,2056,1280955064.053,20,9999999
"262",749,1183,3,426,1280956323.857,21,9999999
"263",273,1187,6,579,1280960279.627,22,9999999
"264",588,1191,3,5222,1280971462.44,1,9999999
"265",196,1199,4,3092,1280984086.27,4,9999999
"266",760,1202,7,1139,1281002614.997,10,-35.6389122221867
"267",217,1205,11,2663,1281004964.327,10,-18.7539213889175
"268",59,1206,0,576,1281005232.837,10,9999999
"269",762,1209,9,1345,1281009565.08,11,9999999
"270",713,1215,1,92,1281015425.597,13,-31.412013055616
"271",765,1218,17,4654,1281016807.723,14,9999999
"272",775,1223,17,2208,1281036394.06,19,-29.9074102777905
"273",776,1229,6,535,1281042770.063,21,9999999
"274",1356,1231,4,293,1281046580.007,22,9999999
"275",521,1243,69,66972,1281059627.023,1,9999999
"276",189,1256,1,1178,1281076326.513,6,-35.9456036111381
"277",144,1258,10,864,1281081973.193,8,9999999
"278",114,1261,5,324,1281088094.73,9,-38.480823055572
"279",650,1264,12,415,1281092238.82,10,9999999
"280",791,1275,0,172,1281103317.11,14,9999999
"281",795,1282,4,464,1281121328.477,19,9999999
"282",71,1284,8,219,1281131651.23,21,9999999
"283",795,1286,3,1055,1281132961.897,22,-35.9707416666879
"284",799,1289,0,429,1281152846.33,3,-41.2588813889027
"285",438,1291,9,1034,1281157647.083,5,9999999
"286",795,1292,11,3026,1281158338.967,5,-41.3380094444752
"287",189,1295,4,1387,1281165787.937,7,9999999
"288",807,1300,4,436,1281189196.873,13,9999999
"289",364,1304,7,1369,1281204602.22,18,9999999
"290",196,1316,3,575,1281291040.85,18,9999999
"291",196,1317,2,529,1281291275.537,18,9999999
"292",1356,1327,4,876,1281312013.56,0,9999999
"293",394,1330,2,463,1281326270.097,3,9999999
"294",352,1333,6,1368,1281336642.803,6,9999999
"295",196,1335,26,15463,1281339152.767,7,9999999
"296",352,1344,3,468,1281358255.72,12,9999999
"297",159,1347,66,28878,1281362271.753,13,9999999
"298",6967,1350,13,7960,1281365562.43,14,-77.3013083333439
"299",247,1357,1,87,1281375813.807,17,-75.5590491666396
"300",253,1358,7,2435,1281376032.227,17,-77.143610277772
"301",148,1361,23,2431,1281377034.36,18,9999999
"302",833,1362,4,2209,1281377439.633,18,9999999
"303",834,1363,1,1017,1281377781.917,18,9999999
"304",6967,1365,3,1515,1281380010.313,18,9999999
"305",511,1372,3,174,1281390908.393,21,9999999
"306",840,1374,4,3221,1281392711.207,22,9999999
"307",795,1381,3,543,1281400406.96,0,9999999
"308",851,1388,4,543,1281422466.993,6,9999999
"309",213,1390,1,145,1281423321.597,6,9999999
"310",852,1396,4,261,1281429944.72,8,9999999
"311",665,1398,11,310,1281430922.7,9,9999999
"312",114,1404,3,210,1281448030.963,13,9999999
"313",6967,1410,0,385,1281456237.047,16,9999999
"314",857,1420,2,1368,1281479946.193,22,9999999
"315",830,1422,6,3708,1281493983.993,2,9999999
"316",862,1423,6,1448,1281503843.593,5,9999999
"317",485,1424,14,5188,1281504710.527,5,-52.9015102777878
"318",74,1428,11,13526,1281511442.763,7,9999999
"319",8,1432,8,498,1281521364.163,10,-47.7134027777778
"320",588,1434,4,8479,1281522631.527,10,9999999
"321",867,1437,2,116,1281528755.573,12,-49.4214933333132
"322",650,1440,13,1029,1281532524.397,13,9999999
"323",870,1442,4,4100,1281533899.647,13,9999999
"324",125,1444,1,658,1281534500.34,13,-47.7083758332994
"325",559,1457,4,3375,1281558685.71,20,9999999
"326",559,1458,7,968,1281560141.393,20,-49.9959544444746
"327",795,1459,7,489,1281560251.327,20,-46.4938372222583
"328",876,1463,1,532,1281562090.213,21,9999999
"329",291,1473,4,926,1281570461.98,23,9999999
"330",776,1476,65,34617,1281584765.987,3,9999999
"331",183,1479,12,7655,1281589402.717,5,9999999
"332",196,1482,3,357,1281595604.597,6,9999999
"333",888,1489,0,591,1281603026.35,8,9999999
"334",890,1492,192,60964,1281610005.407,10,9999999
"335",445,1498,6,4097,1281619213.17,13,9999999
"336",847,1501,4,412,1281626215.543,15,-48.2970433333185
"337",110,1506,38,11197,1281642902.167,19,9999999
"338",572,1507,26,1460,1281643773.55,20,-51.7656574999624
"339",511,1517,7,427,1281657192.23,23,-48.2796175000403
"340",795,1518,1,294,1281658714.38,0,9999999
"341",850,1520,3,365,1281660495.973,0,-35.8683444444338
"342",199,1533,20,6142,1281692473.16,9,9999999
"343",1356,1540,14,6412,1281703350.22,12,-46.8093091666698
"344",183,1541,7,1032,1281703463.913,12,9999999
"345",364,1544,5,470,1281707918.567,13,9999999
"346",559,1555,8,649,1281717825.133,16,-22.8230897221963
"347",110,1562,4,1121,1281738548.05,22,-48.2008972222275
"348",110,1563,12,1518,1281738950.853,22,9999999
"349",511,1569,4,294,1281749503.443,1,9999999
"350",110,1571,7,1484,1281749963.253,1,-48.9321924999687
"351",511,1576,3,274,1281770160.08,7,-51.3399313888285
"352",937,1582,2,242,1281794416.297,14,9999999
"353",862,1594,5,923,1281841805.873,3,9999999
"354",952,1599,2,915,1281881453.41,14,9999999
"355",198,1600,4,858,1281882623.597,14,9999999
"356",339,1604,9,2141,1281891709.62,17,-69.1539324999518
"357",59,1610,7,884,1281912669.993,22,-74.6824016666412
"358",913,1620,6,1566,1281946286.317,8,9999999
"359",962,1626,4,1665,1281958602.863,11,9999999
"360",172,1627,17,2791,1281960629.567,12,9999999
"361",196,1640,5,372,1281979648.967,17,9999999
"362",968,1643,1,1164,1281981703.127,18,9999999
"363",569,1647,6,474,1282001780.887,23,9999999
"364",253,1651,22,2240,1282013522.637,2,9.58275555551052
"365",144,1654,17,1101,1282022551.34,5,9999999
"366",977,1661,6,2525,1282036290.343,9,-87.5411099999481
"367",962,1664,-1,246,1282044198.773,11,9999999
"368",114,1667,6,313,1282050609.61,13,-85.1994408333302
"369",919,1668,16,980,1282050629.173,13,-84.1326488888264
"370",253,1674,5,1196,1282060599.067,15,-66.8515972222222
"371",979,1677,6,296,1282063164.803,16,9999999
"372",601,1683,11,1560,1282072532.93,19,9999999
"373",835,1685,7,937,1282075259.7,20,9999999
"374",561,1691,20,18993,1282088532.133,23,9999999
"375",850,1693,15,4847,1282095571.013,1,9999999
"376",339,1696,5,704,1282117019.733,7,9999999
"377",986,1697,9,398,1282120192.133,8,9999999
"378",174,1699,21,5593,1282121663.65,8,-68.4011611111297
"379",588,1702,11,11533,1282128981.97,10,9999999
"380",283,1706,3,613,1282131430.547,11,9999999
"381",5,1710,26,2762,1282137079.19,13,9999999
"382",988,1713,16,5904,1282138231.75,13,-61.9109174999926
"383",990,1722,8,3886,1282143355.133,14,9999999
"384",990,1725,6,472,1282144784.807,15,9999999
"385",25,1728,13,3142,1282146435.627,15,9999999
"386",991,1732,8,1201,1282149791.87,16,9999999
"387",559,1734,10,15328,1282152917.28,17,9999999
"388",795,1736,7,644,1282157388.227,18,-52.7344538888666
"389",930,1739,10,1192,1282163819.617,20,9999999
"390",78,1742,4,117,1282172285.027,22,9999999
"391",840,1744,10,1774,1282177904.013,0,9999999
"392",993,1745,5,730,1282179020.12,0,9999999
"393",994,1747,6,282,1282180527.043,1,9999999
"394",253,1748,11,1702,1282183815.867,2,9999999
"395",253,1752,3,441,1282192515.69,4,9999999
"396",997,1755,2,164,1282193425.533,4,9999999
"397",996,1756,4,116,1282193612.27,4,9999999
"398",997,1757,17,648,1282197366.483,5,-52.7417833333545
"399",582,1763,8,1920,1282200135.767,6,9999999
"400",273,1765,5,962,1282201253.84,7,9999999
"401",1001,1776,2,365,1282217581.067,11,-47.6153011110756
"402",5,1785,11,493,1282224353.413,13,9999999
"403",5,1787,7,455,1282225055.557,13,-42.1226324999995
"404",5,1789,5,351,1282225536.037,13,9999999
"405",5,1793,3,286,1282227328.693,14,9999999
"406",1004,1795,5,228,1282230829.887,15,9999999
"407",1007,1796,7,1563,1282234163.43,16,9999999
"408",511,1804,5,358,1282240618.55,17,9999999
"409",1011,1808,18,1072,1282246561.337,19,9999999
"410",561,1816,8,1622,1282263033.74,0,9999999
"411",183,1823,4,319,1282271132.253,2,9999999
"412",582,1825,2,231,1282293076.12,8,9999999
"413",174,1836,4,194,1282312774.987,13,9999999
"414",253,1842,3,1265,1282324543.887,17,9999999
"415",919,1844,13,802,1282327564.58,18,-11.3287491666608
"416",1025,1845,7,899,1282329262.683,18,9999999
"417",961,1847,6,334,1282335024.127,20,9999999
"418",168,1851,6,262,1282339813.107,21,9999999
"419",1029,1853,5,864,1282342356.16,22,-8.50959444450008
"420",183,1861,53,2985,1282366691.6,4,9999999
"421",835,1876,20,4119,1282436553.757,0,9999999
"422",835,1879,8,1153,1282438408.873,0,9999999
"423",1026,1888,12,851,1282447468.493,3,9999999
"424",253,1889,3,191,1282450563.97,4,9999999
"425",862,1890,0,164,1282452706.79,4,9999999
"426",183,1899,4,157,1282476281.663,11,9999999
"427",1049,1907,6,3393,1282506560.753,19,9999999
"428",1043,1910,6,1139,1282533133.72,3,9999999
"429",862,1913,8,14597,1282556924.153,9,9999999
"430",1072,1932,5,443,1282605675.567,23,9999999
"431",183,1934,11,1054,1282618088.29,2,9999999
"432",956,1939,9,2507,1282643288.093,9,9999999
"433",442,1940,12,1787,1282644342.533,10,9999999
"434",5,1945,13,520,1282655253.35,13,9999999
"435",5,1950,21,9878,1282675242.633,18,9999999
"436",511,1952,2,85,1282680585.43,20,9999999
"437",108,1957,5,1426,1282701462.433,1,9999999
"438",840,1958,8,3121,1282706183.03,3,9999999
"439",862,1963,3,933,1282724526.22,8,-104.388074999981
"440",862,1964,9,28723,1282725194.61,8,325.113473055495
"441",937,1965,0,1388,1282728742.513,9,9999999
"442",666,1971,6,2987,1282741822.887,13,9999999
"443",1084,1976,5,2845,1282745864.987,14,9999999
"444",428,1980,5,990,1282754661.33,16,-106.953232499957
"445",795,1982,7,990,1282760155.98,18,9999999
"446",840,1987,8,5803,1282766966.997,20,9999999
"447",1356,1990,1,566,1282773361.473,21,9999999
"448",1090,1992,7,2505,1282775685.943,22,9999999
"449",74,1995,26,36345,1282780380.417,23,-95.2080352777905
"450",1043,2000,2,298,1282797189.09,4,9999999
"451",861,2001,6,1849,1282797931.653,4,9999999
"452",1091,2004,7,3402,1282809821.62,8,9999999
"453",1094,2010,4,694,1282822933.02,11,-97.2072491667006
"454",1098,2016,1,117,1282843583.483,17,9999999
"455",5,2019,22,4469,1282856411.91,21,9999999
"456",588,2024,1,292,1282894377.34,7,-111.994782499936
"457",5,2033,11,709,1282928411.247,17,9999999
"458",795,2035,5,240,1282933420.47,18,-108.268056388895
"459",1036,2036,6,556,1282940254.687,20,9999999
"460",1106,2037,14,1742,1282946432.02,22,-107.232153611117
"461",88,2045,17,2486,1283002482.963,13,9999999
"462",1356,2047,13,4122,1283015279.76,17,9999999
"463",1117,2063,7,328,1283122257.957,22,9999999
"464",862,2064,3,1466,1283129676.273,0,9999999
"465",5,2078,15,3182,1283182408.18,15,9999999
"466",795,2079,7,170,1283186215.427,16,9999999
"467",401,2084,4,1161,1283193750.753,18,9999999
"468",339,2085,7,2133,1283194068.04,18,-119.039025833342
"469",431,2088,1,168,1283198068.29,19,9999999
"470",1106,2095,20,4294,1283227041.193,3,9999999
"471",253,2099,34,4337,1283248927.947,10,-140.772099999984
"472",443,2102,2,249,1283264801.777,14,9999999
"473",1088,2109,7,1197,1283280969.437,18,9999999
"474",5,2110,24,1475,1283281984.883,19,9999999
"475",18462,2121,2,2230,1283320530.923,5,-149.839534999927
"476",862,2123,1,288,1283324974.87,7,9999999
"477",183,2124,3,824,1283325832.913,7,9999999
"478",1133,2127,0,2536,1283334395.167,9,9999999
"479",1134,2129,3,489,1283336434.94,10,9999999
"480",1135,2134,3,531,1283342848.173,12,-147.138694444365
"481",71,2136,71,24738,1283349187.183,13,9999999
"482",1137,2138,6,286,1283351342.513,14,9999999
"483",253,2144,0,130,1283357043.513,16,9999999
"484",743,2152,6,2663,1283375194.86,21,9999999
"485",138,2153,9,1672,1283385426.76,23,9999999
"486",1144,2156,5,228,1283390061.507,1,9999999
"487",1146,2157,7,569,1283392845.543,2,9999999
"488",795,2159,5,271,1283398350.773,3,9999999
"489",795,2160,18,422,1283400116.45,4,9999999
"490",1150,2167,28,3610,1283423142.33,10,-137.160601944394
"491",132,2174,3,534,1283443972.183,16,9999999
"492",1167,2182,6,127,1283474084.053,0,-121.231337777774
"493",1114,2185,2,293,1283484340.293,3,9999999
"494",861,2187,12,1426,1283489617.24,4,9999999
"495",229,2194,8,1114,1283504007.51,8,9999999
"496",977,2196,2,1534,1283506715.287,9,9999999
"497",1185,2200,3,331,1283520115.897,13,9999999
"498",1150,2201,32,12383,1283521851.707,13,9999999
"499",8,2205,15,795,1283526178.163,15,9999999
"500",1150,2207,9,2263,1283529337.1,15,9999999
"501",795,2209,11,887,1283530514.543,16,9999999
"502",887,2213,40,3214,1283538224.087,18,-96.0055011110836
"503",74,2215,9,8826,1283540057.23,18,9999999
"504",1126,2227,5,237,1283577591.86,5,9999999
"505",1154,2231,11,3843,1283598948.317,11,9999999
"506",795,2234,9,2014,1283641204.117,23,-108.778568611145
"507",1106,2236,46,4449,1283660189.57,4,9999999
"508",722,2241,2,300,1283685357.607,11,9999999
"509",199,2242,6,283,1283686667.67,11,9999999
"510",196,2247,6,2551,1283702383.343,15,9999999
"511",1195,2248,15,10445,1283704545.123,16,-115.03897583339
"512",511,2253,7,2105,1283716373.743,19,9999999
"513",364,2257,10,1270,1283734701.607,0,9999999
"514",1195,2261,4,396,1283746460.773,4,9999999
"515",253,2266,8,541,1283785149.557,14,9999999
"516",961,2273,7,4690,1283799603.07,19,9999999
"517",414,2274,1,288,1283799642.58,19,9999999
"518",511,2277,8,1965,1283804933.09,20,9999999
"519",18,2281,5,1474,1283813079.583,22,9999999
"520",183,2286,13,1030,1283829899.747,3,9999999
"521",386,2293,7,497,1283860129.003,11,9999999
"522",1084,2299,7,444,1283875311.877,16,-130.273119444384
"523",88,2307,10,2740,1283905899.353,0,9999999
"524",1208,2309,9,2011,1283911038.193,1,9999999
"525",1210,2315,11,492,1283921093.493,4,-129.377396111091
"526",1154,2316,3,1844,1283921395.197,4,9999999
"527",183,2318,9,5812,1283924508.627,5,9999999
