"","ParentPostID","AnswerTime"
"97",103,1279580430.737
"98",103,1279580803.987
"99",155,1279581212.15
"100",50,1279581473.423
"101",145,1279581584.963
"102",146,1279581991.473
"103",145,1279582056.4
"104",161,1279582350.337
"105",166,1279582458.163
"106",170,1279582663.807
"107",22,1279582801.007
"108",175,1279583144.677
"109",3,1279583330.943
"110",168,1279583969.487
"111",145,1279584380.58
"112",175,1279584947.393
"113",33,1279585318.193
"114",124,1279585800.173
"115",181,1279586865.31
"116",165,1279587133.287
"117",23,1279587574.643
"118",170,1279588058.383
"119",128,1279588637.377
"120",166,1279590312.02
"121",196,1279592678.993
"122",156,1279593163.653
"123",194,1279593173.093
"124",194,1279594125.177
"125",7,1279595496.027
"126",138,1279595602.953
"127",196,1279596958.693
"128",165,1279598414.387
"129",206,1279598831.093
"130",206,1279599412.663
"131",206,1279599552.023
"132",138,1279601347.68
"133",170,1279602162.573
"134",195,1279602192.73
"135",216,1279602608.383
"136",1,1279602801.963
"137",40,1279603274.59
"138",220,1279604148.807
"139",222,1279607001.623
"140",222,1279607072.793
"141",216,1279607236.233
"142",225,1279607327.557
"143",224,1279607721.287
"144",223,1279608073.57
"145",196,1279608085.627
"146",222,1279608434.18
"147",216,1279610278.993
"148",224,1279611034.16
"149",173,1279611068.963
"150",224,1279611189.067
"151",213,1279612530.107
"152",213,1279612566.767
"153",203,1279613104.06
"154",224,1279613611.763
"155",222,1279614036.037
"156",242,1279614532.71
"157",224,1279614996.217
"158",196,1279615118.223
"159",130,1279615995.833
"160",73,1279617209.427
"161",138,1279617965.113
"162",249,1279618218.797
"163",213,1279618251.697
"164",258,1279619051.807
"165",258,1279619106.377
"166",257,1279619118.933
"167",257,1279619445.953
"168",257,1279619591.583
"169",134,1279619940.69
"170",256,1279620348.05
"171",134,1279621436.707
"172",47,1279623666.313
"173",267,1279624242.15
"174",161,1279624481.487
"175",25,1279624681.39
"176",269,1279624919.493
"177",270,1279625393.07
"178",270,1279626855.197
"179",138,1279626890.53
"180",73,1279627196.727
"181",222,1279627346.817
"182",50,1279628730.92
"183",47,1279628799.483
"184",170,1279628912.41
"185",224,1279629161.06
"186",7,1279629343.1
"187",276,1279629518.663
"188",192,1279629782.087
"189",53,1279630059.55
"190",31,1279630375.92
"191",7,1279630468.273
"192",3,1279631322.907
"193",298,1279631789.303
"194",278,1279631971.293
"195",298,1279632160.32
"196",276,1279634652.107
"197",288,1279634922.377
"198",298,1279635230.103
"199",242,1279635697.82
"200",283,1279635810.843
"201",290,1279636687.36
"202",305,1279636832.91
"203",270,1279636893.56
"204",220,1279637251.38
"205",31,1279638615.333
"206",257,1279638634.927
"207",224,1279638957.377
"208",73,1279639238.567
"209",114,1279639261.857
"210",312,1279639433.653
"211",31,1279640022.533
"212",283,1279640824.94
"213",114,1279642216.08
"214",114,1279642328.7
"215",114,1279642383.643
"216",62,1279642791.75
"217",328,1279643486.14
"218",305,1279644222.85
"219",328,1279646241.007
"220",322,1279646441.267
"221",322,1279646521.153
"222",26,1279647109.313
"223",269,1279647660.267
"224",134,1279649624.82
"225",258,1279649777.513
"226",258,1279649845.903
"227",328,1279652930.867
"228",75,1279655457.1
"229",22,1279655653.473
"230",346,1279655973.833
"231",346,1279656746.983
"232",7,1279659935.517
"233",346,1279660725.38
"234",205,1279663914.673
"235",328,1279664862.633
"236",288,1279665105.14
"237",2,1279667268.713
"238",354,1279668065.4
"239",173,1279670193.933
"240",258,1279670949.96
"241",257,1279674248.71
"242",175,1279675380.817
"243",363,1279676113.5
"244",212,1279681260.02
"245",363,1279684135.563
"246",363,1279685940.347
"247",354,1279687730.457
"248",373,1279691143.907
"249",373,1279691665.527
"250",374,1279692583.093
"251",30,1279692936.623
"252",372,1279693371.82
"253",124,1279693703.9
"254",4,1279693723.477
"255",369,1279694016.307
"256",341,1279694378.23
"257",213,1279694771.897
"258",7,1279695866.103
"259",363,1279696554.857
"260",175,1279698694.243
"261",363,1279699314.403
"262",257,1279700376.577
"263",363,1279702931.717
"264",354,1279706020.083
"265",30,1279710707.037
"266",396,1279711015.077
"267",396,1279711136.323
"268",396,1279711245.167
"269",369,1279714941.57
"270",173,1279715443.21
"271",192,1279715623.903
"272",173,1279715851.977
"273",395,1279715931.197
"274",6,1279716180.08
"275",213,1279717140.577
"276",396,1279717299.883
"277",409,1279718453.847
"278",395,1279719602.007
"279",6,1279720095.687
"280",414,1279720393.193
"281",269,1279720803.147
"282",414,1279720906.887
"283",373,1279723411.513
"284",373,1279724106.43
"285",421,1279724951.543
"286",423,1279725693.883
"287",423,1279725833.183
"288",31,1279726391.69
"289",346,1279726545.56
"290",362,1279726594.687
"291",373,1279726637.37
"292",363,1279726691.677
"293",423,1279726726.17
"294",423,1279727024.457
"295",22,1279727443.377
"296",423,1279727639.553
"297",421,1279728258.627
"298",414,1279728440.81
"299",165,1279730563.82
"300",414,1279731035.697
"301",421,1279731215.677
"302",290,1279731278.483
"303",363,1279731405.453
"304",36,1279731992.303
"305",290,1279732413.117
"306",125,1279732665.78
"307",170,1279733174.377
"308",396,1279733175.483
"309",328,1279733337.803
"310",418,1279733402.077
"311",26,1279733888.583
"312",421,1279734845.17
"313",396,1279735919.113
"314",423,1279736293.17
"315",277,1279736762.873
"316",359,1279736907.423
"317",194,1279737672.033
"318",213,1279742620.367
"319",459,1279742852.057
"320",396,1279743062.58
"321",363,1279744152.783
"322",459,1279744483.147
"323",452,1279745108.177
"324",170,1279745634.8
"325",7,1279746243.95
"326",124,1279749904.773
"327",170,1279750399.353
"328",170,1279751738.85
"329",363,1279753078.26
"330",170,1279753234.7
"331",369,1279766238.82
"332",30,1279768878.913
"333",224,1279770948.147
"334",359,1279773272.11
"335",223,1279774730.427
"336",421,1279775597.627
"337",459,1279783722.96
"338",481,1279790692.503
"339",480,1279792432.4
"340",363,1279793728.313
"341",421,1279793778.263
"342",396,1279796755.197
"343",421,1279797550.587
"344",170,1279798427.037
"345",486,1279798962.967
"346",485,1279799022.56
"347",492,1279799053.23
"348",490,1279799631.01
"349",499,1279800989.217
"350",490,1279801040.9
"351",485,1279801542.333
"352",498,1279801548.81
"353",485,1279802029.683
"354",490,1279802533.893
"355",287,1279804257.267
"356",396,1279806113.637
"357",507,1279806198.233
"358",423,1279806577.283
"359",423,1279809140.363
"360",492,1279810374.51
"361",276,1279812140.527
"362",26,1279813013.51
"363",155,1279813794.27
"364",486,1279814444.953
"365",183,1279815850.19
"366",36,1279816377.967
"367",183,1279816423.24
"368",517,1279816745.87
"369",517,1279821823.437
"370",517,1279822568.797
"371",524,1279823627.9
"372",36,1279838017.8
"373",527,1279838285.597
"374",481,1279842744.403
"375",499,1279843488.98
"376",213,1279849462.153
"377",155,1279849736.683
"378",534,1279850412.007
"379",534,1279852959.58
"380",534,1279860581.213
"381",534,1279865876.74
"382",539,1279866124.313
"383",499,1279867778.953
"384",10,1279869183.533
"385",539,1279870051.83
"386",481,1279872923.43
"387",423,1279873132.737
"388",534,1279873984.26
"389",539,1279891735.297
"390",155,1279893487.597
"391",298,1279896194.18
"392",486,1279896830.583
"393",276,1279897360.983
"394",155,1279897742.37
"395",206,1279898314.053
"396",555,1279899355.653
"397",548,1279902641.75
"398",507,1279903010.98
"399",534,1279903787.407
"400",562,1279904548.887
"401",562,1279904752.033
"402",170,1279905095.127
"403",31,1279906190.73
"404",562,1279906364.14
"405",534,1279909781.24
"406",555,1279910525.44
"407",212,1279915671.003
"408",564,1279917763.26
"409",527,1279919932.37
"410",577,1279920198.427
"411",577,1279928300.19
"412",577,1279930026.83
"413",581,1279932283.103
"414",526,1279932375.33
"415",558,1279935688.65
"416",577,1279943938.333
"417",581,1279945321.467
"418",411,1279947293.943
"419",558,1279963981.94
"420",421,1279965172.377
"421",575,1279973348.743
"422",492,1280000604.27
"423",558,1280001330.013
"424",3,1280002520.653
"425",594,1280002986.997
"426",411,1280003773.223
"427",526,1280012053.43
"428",604,1280013948.15
"429",490,1280025426.947
"430",6,1280028581.46
"431",411,1280042324.263
"432",492,1280049239.517
"433",590,1280061383.68
"434",130,1280068405.313
"435",612,1280069792.433
"436",614,1280071513.873
"437",614,1280071979.29
"438",36,1280080926.573
"439",524,1280088515.907
"440",614,1280095456.257
"441",614,1280102203.84
"442",175,1280137608.41
"443",624,1280145718.983
"444",125,1280147920.61
"445",170,1280148802.357
"446",622,1280155227.763
"447",631,1280161405.073
"448",633,1280166405.127
"449",480,1280166621.78
"450",633,1280166637.24
"451",633,1280168553.917
"452",631,1280169654.907
"453",641,1280172199.133
"454",638,1280172469.84
"455",641,1280172696.057
"456",631,1280172847.533
"457",643,1280172849.857
"458",645,1280172892.007
"459",223,1280173145.273
"460",638,1280173370.803
"461",638,1280173484.183
"462",652,1280173793.953
"463",423,1280173905.37
"464",138,1280174025.66
"465",643,1280174183.97
"466",222,1280174308.347
"467",155,1280174769.983
"468",614,1280174889.76
"469",170,1280174960.32
"470",30,1280175135.57
"471",665,1280175526.037
"472",138,1280175552.447
"473",421,1280175750.303
"474",138,1280175916.363
"475",665,1280176485.657
"476",665,1280177136.923
"477",665,1280177239.23
"478",36,1280177373.217
"479",660,1280177782.36
"480",665,1280178000.617
"481",645,1280178685.677
"482",288,1280178823.743
"483",652,1280179049.877
"484",322,1280180054.13
"485",672,1280180129.51
"486",485,1280181517.497
"487",685,1280181601.037
"488",485,1280182378.017
"489",118,1280182941.44
"490",665,1280184531.74
"491",423,1280185479.127
"492",652,1280185816.777
"493",195,1280186559.377
"494",660,1280188104.28
"495",346,1280188918.56
"496",322,1280190092.637
"497",118,1280190249.637
"498",692,1280191053.963
"499",622,1280191645.47
"500",346,1280192098.187
"501",570,1280192868.393
"502",118,1280195475.673
"503",638,1280197196.727
"504",672,1280197898.587
"505",563,1280202405.583
"506",612,1280202875.923
"507",452,1280202891.71
"508",118,1280203455.027
"509",73,1280204853.93
"510",225,1280207085.57
"511",575,1280208218.05
"512",486,1280208974.333
"513",39,1280209244.95
"514",175,1280209271.75
"515",712,1280210470.01
"516",726,1280211837.233
"517",726,1280211964.483
"518",726,1280212586.867
"519",726,1280212650.157
"520",645,1280213131.107
"521",726,1280213484.73
"522",723,1280213529.08
"523",715,1280213706.47
"524",645,1280215153.377
"525",73,1280215459.963
"526",726,1280215594.187
"527",726,1280216299.743
"528",726,1280216516.333
"529",692,1280217402.46
"530",726,1280220143.037
"531",73,1280220145.907
"532",726,1280220195.033
"533",73,1280221242.587
"534",726,1280221765.517
"535",723,1280221820.163
"536",726,1280222208.383
"537",726,1280222393.223
"538",726,1280222427.967
"539",726,1280222524.753
"540",726,1280222700.34
"541",726,1280223852.93
"542",73,1280224279.9
"543",723,1280224823.72
"544",725,1280225262.56
"545",575,1280226284.87
"546",665,1280226396.6
"547",575,1280228643.853
"548",562,1280228648.207
"549",283,1280231802.25
"550",270,1280232634.937
"551",577,1280233917.28
"552",665,1280234207.457
"553",770,1280235778.047
"554",764,1280236058.643
"555",283,1280236194.817
"556",770,1280236459.16
"557",769,1280237113.05
"558",775,1280237721.463
"559",672,1280237975.543
"560",775,1280238918.623
"561",712,1280239142.623
"562",779,1280239357.327
"563",726,1280239432.94
"564",614,1280239453.36
"565",726,1280239831.507
"566",726,1280240050.623
"567",726,1280240442.65
"568",726,1280240739.673
"569",614,1280241514.183
"570",770,1280242339.113
"571",779,1280243008.01
"572",790,1280243098.067
"573",726,1280243138.8
"574",305,1280243662.937
"575",779,1280243983.983
"576",764,1280244394.537
"577",795,1280244438.89
"578",798,1280244631.073
"579",779,1280244914.46
"580",795,1280245001.48
"581",305,1280245431.857
"582",769,1280246422.087
"583",726,1280246682.707
"584",726,1280247266.303
"585",798,1280247463.867
"586",726,1280247508.013
"587",726,1280247792.707
"588",726,1280248013.157
"589",779,1280248462.917
"590",806,1280248495.863
"591",779,1280248660.463
"592",73,1280248662.413
"593",805,1280248837.527
"594",820,1280249205.04
"595",820,1280249445.797
"596",726,1280249451.43
"597",672,1280249795.273
"598",643,1280250377.613
"599",825,1280250390.563
"600",825,1280250735.03
"601",806,1280250937.367
"602",825,1280251116.487
"603",790,1280251167.563
"604",643,1280252255.3
"605",812,1280252675.993
"606",726,1280253468.807
"607",834,1280254484.467
"608",834,1280255316.73
"609",743,1280255631.93
"610",73,1280255636.767
"611",825,1280255972.153
"612",798,1280256445.88
"613",841,1280256534.927
"614",841,1280257329.86
"615",805,1280258386.097
"616",612,1280258553.407
"617",837,1280258918.133
"618",846,1280259246.107
"619",847,1280260530.113
"620",192,1280260724.973
"621",806,1280261120.027
"622",775,1280262316.327
"623",837,1280262828.787
"624",834,1280267503.65
"625",743,1280269985.287
"626",798,1280276602.107
"627",859,1280276981.487
"628",859,1280278822.877
"629",225,1280279216.963
"630",859,1280279877.41
"631",868,1280288967.933
"632",871,1280290866.723
"633",871,1280291045.24
"634",866,1280291177.297
"635",871,1280291377.107
"636",866,1280296531.407
"637",726,1280299752.123
"638",798,1280301802.887
"639",881,1280305307.367
"640",881,1280308191.18
"641",887,1280319142.993
"642",16921,1280321294.233
"643",16921,1280321371.78
"644",887,1280321426.427
"645",898,1280325429.4
"646",73,1280325589.157
"647",898,1280325706.063
"648",485,1280325995.367
"649",812,1280326598.977
"650",897,1280327837.337
"651",880,1280329090.173
"652",899,1280330678.01
"653",886,1280330973.07
"654",856,1280331158.31
"655",868,1280331421.803
"656",913,1280334101.483
"657",913,1280334278.283
"658",913,1280334713.143
"659",868,1280336472.903
"660",898,1280336678.547
"661",890,1280337248.763
"662",886,1280338127.88
"663",924,1280338856.223
"664",924,1280339028.153
"665",928,1280340311.857
"666",927,1280341066.9
"667",928,1280341106.243
"668",290,1280341270.107
"669",886,1280341500.973
"670",929,1280342169.92
"671",927,1280344964.49
"672",927,1280345640.56
"673",125,1280349812.873
"674",920,1280350225.12
"675",939,1280351523.197
"676",841,1280352674.63
"677",944,1280353753.417
"678",944,1280353875.083
"679",946,1280354056.503
"680",373,1280359724.003
"681",913,1280368832.547
"682",944,1280369494.563
"683",870,1280376389.247
"684",887,1280376944.31
"685",955,1280382955.163
"686",952,1280383261.627
"687",952,1280387138.31
"688",942,1280387439.967
"689",946,1280391359.907
"690",964,1280393194.73
"691",964,1280398957.673
"692",726,1280400653.227
"693",726,1280401038.647
"694",726,1280402713.733
"695",951,1280403701.96
"696",961,1280403709.37
"697",602,1280403834.703
"698",927,1280407490.82
"699",977,1280411467.953
"700",980,1280412909.8
"701",980,1280413082.383
"702",977,1280413613.593
"703",980,1280413756.24
"704",961,1280416856.393
"705",726,1280418215.187
"706",964,1280418339.227
"707",913,1280418624.717
"708",924,1280419041.187
"709",421,1280419217.13
"710",614,1280419338.907
"711",213,1280420021.44
"712",924,1280422211.297
"713",924,1280426791.57
"714",138,1280428423.37
"715",951,1280428785.2
"716",614,1280429941.417
"717",1001,1280429972.213
"718",138,1280430111.677
"719",924,1280431337.873
"720",871,1280432342.233
"721",899,1280434177.277
"722",899,1280438425.09
"723",964,1280438462.53
"724",1012,1280440020.497
"725",1012,1280440464.13
"726",973,1280442613.867
"727",973,1280442764.88
"728",973,1280442928.497
"729",973,1280443101.253
"730",1016,1280445912.603
"731",980,1280447146.407
"732",1016,1280448015.037
"733",1015,1280450649.457
"734",1023,1280457758.523
"735",1028,1280461988.32
"736",1028,1280467751.857
"737",414,1280477090.453
"738",887,1280483342.353
"739",913,1280483650.323
"740",125,1280484217.523
"741",652,1280491878.743
"742",125,1280492145.737
"743",1040,1280500719.53
"744",977,1280504226.19
"745",73,1280504608.517
"746",825,1280509122.397
"747",1047,1280509809.663
"748",138,1280509824.607
"749",170,1280520045.253
"750",1045,1280524543.29
"751",1052,1280538488.763
"752",1053,1280540513.177
"753",1052,1280541944.99
"754",1054,1280542086.56
"755",726,1280555343.187
"756",1060,1280570644.443
"757",726,1280590572.41
"758",1063,1280591165.483
"759",1066,1280602256.847
"760",1062,1280605640.103
"761",1062,1280607423.217
"762",1016,1280611375.277
"763",373,1280612039.133
"764",373,1280613701.933
"765",146,1280643994.787
"766",373,1280645608.04
"767",95,1280663811.26
"768",1084,1280665768.977
"769",152,1280670679.667
"770",114,1280672182.9
"771",726,1280672478.177
"772",726,1280672728.323
"773",575,1280686471.93
"774",1082,1280688087.523
"775",1093,1280702329.43
"776",181,1280715630.08
"777",1093,1280721853.047
"778",886,1280726200.183
"779",1053,1280728180.147
"780",890,1280736876.877
"781",1063,1280738798.047
"782",726,1280739507.83
"783",1081,1280743114.953
"784",1099,1280743410.803
"785",1099,1280746530.89
"786",1099,1280748275.68
"787",146,1280748995.38
"788",1053,1280757227.847
"789",1112,1280760995.277
"790",1112,1280762411.69
"791",1053,1280766577.387
"792",1040,1280767424.403
"793",1115,1280767429.333
"794",1112,1280767788.093
"795",138,1280768133.157
"796",1112,1280768253.557
"797",534,1280768749.053
"798",1123,1280769304.73
"799",1123,1280769314.387
"800",1115,1280771723.633
"801",1126,1280771835.127
"802",1016,1280772010.207
"803",1126,1280775176.51
"804",1126,1280776574.867
"805",1126,1280777311.653
"806",1126,1280777891.38
"807",1126,1280778260.117
"808",1115,1280780223.58
"809",1126,1280780452.697
"810",103,1280781082.017
"811",103,1280781341.46
"812",1142,1280782081.103
"813",1123,1280782400.623
"814",1126,1280782441.713
"815",1142,1280784217.547
"816",1142,1280785827.147
"817",1149,1280789949.38
"818",1149,1280791562.567
"819",1130,1280791906.13
"820",1142,1280796896.31
"821",1142,1280796993.157
"822",1149,1280802032.477
"823",1149,1280802517.437
"824",103,1280803553.883
"825",103,1280803772.377
"826",1133,1280804070.29
"827",1160,1280807350.593
"828",1126,1280816807.963
"829",1160,1280824033.243
"830",1164,1280826356.737
"831",1164,1280838178.247
"832",1169,1280838600.74
"833",563,1280841124.477
"834",1173,1280843722.063
"835",1173,1280843943.973
"836",1174,1280844894.7
"837",1174,1280845303.39
"838",1173,1280845593.223
"839",1174,1280846356.187
"840",1174,1280847164.72
"841",1173,1280848096.867
"842",1173,1280848755.75
"843",1164,1280855038.947
"844",1174,1280855851.3
"845",1184,1280856296.913
"846",1123,1280863615.673
"847",881,1280864250.837
"848",1099,1280865093.14
"849",1016,1280865421.447
"850",1174,1280865630.287
"851",726,1280866077.437
"852",1164,1280867183
"853",1194,1280867960.213
"854",652,1280870362.083
"855",1194,1280871022.343
"856",1194,1280871160.813
"857",11,1280872209.007
"858",608,1280874211.813
"859",1202,1280874314.913
"860",1194,1280878568.593
"861",1133,1280885219.243
"862",770,1280887529.027
"863",1174,1280892201.247
"864",138,1280892533.913
"865",1207,1280900462.697
"866",1215,1280902342.35
"867",1194,1280902601.453
"868",459,1280904672.213
"869",764,1280910014.02
"870",1215,1280910054.58
"871",534,1280911161.83
"872",886,1280912864.193
"873",652,1280919331.48
"874",30,1280922493.41
"875",652,1280925128.78
"876",652,1280925132.103
"877",1228,1280926325.56
"878",1228,1280926570.217
"879",1228,1280927892.7
"880",1223,1280928727.383
"881",1223,1280929656.963
"882",652,1280930541.88
"883",109,1280932332.32
"884",30,1280933247.783
"885",30,1280934673.447
"886",1174,1280935451.96
"887",1149,1280936260.83
"888",1223,1280937113.803
"889",1241,1280937311.867
"890",1241,1280937399.15
"891",1205,1280937450.21
"892",1173,1280939366.283
"893",1252,1280943003.033
"894",1253,1280943342.507
"895",1164,1280945543.507
"896",726,1280946597
"897",1256,1280946922.34
"898",1261,1280949563.767
"899",1256,1280950230.623
"900",1241,1280950282.247
"901",1256,1280950508.557
"902",1268,1280956202.473
"903",1266,1280956597.787
"904",1228,1280958868.677
"905",1268,1280961990.457
"906",1270,1280964970.817
"907",1274,1280965588.333
"908",485,1280975768.46
"909",726,1280976131.413
"910",1272,1280977044.893
"911",1261,1280977596.013
"912",1274,1280978633.207
"913",1266,1280979792.873
"914",1272,1280980513.897
"915",1252,1280984299.663
"916",165,1280999734.467
"917",1286,1281003467.227
"918",1289,1281004314.357
"919",1289,1281007374.87
"920",1292,1281009522.133
"921",1292,1281010103.523
"922",1296,1281010336.98
"923",1292,1281012465.727
"924",1293,1281013467.533
"925",1296,1281015359.983
"926",856,1281016563.143
"927",1293,1281016662.843
"928",1308,1281017426.907
"929",1308,1281022069.65
"930",1257,1281024274.1
"931",1278,1281027275.073
"932",1315,1281036836.103
"933",726,1281037313
"934",1315,1281037862.64
"935",1315,1281039195.683
"936",726,1281040721.187
"937",1321,1281045663.533
"938",1315,1281046649.82
"939",1324,1281047746.63
"940",1315,1281050521.933
"941",726,1281054565.567
"942",726,1281056885.617
"943",485,1281057352.747
"944",726,1281057636.7
"945",726,1281058014.02
"946",726,1281058196.867
"947",1286,1281058854.227
"948",726,1281059026.623
"949",1337,1281059695.68
"950",1207,1281062889.63
"951",1164,1281064001.747
"952",652,1281064493.14
"953",726,1281064637.273
"954",1321,1281064933.263
"955",1315,1281066446.32
"956",1315,1281067889.997
"957",1337,1281070259.28
"958",726,1281071722.583
"959",652,1281072477.743
"960",1252,1281072786.86
"961",1296,1281080674.903
"962",1296,1281085289.013
"963",1350,1281087277.72
"964",1337,1281088371.527
"965",1352,1281092979.877
"966",726,1281093060.89
"967",726,1281093317.06
"968",1352,1281093429.273
"969",726,1281093795.363
"970",1355,1281096785.263
"971",1358,1281098315.23
"972",1315,1281098817.243
"973",1337,1281102770.747
"974",1337,1281103240.623
"975",1357,1281103801.23
"976",1337,1281103941.147
"977",1369,1281107686.647
"978",1357,1281108163.663
"979",1337,1281111048.47
"980",1337,1281120146.487
"981",1337,1281125237.07
"982",1202,1281132644.29
"983",1001,1281134067.163
"984",1337,1281148415.13
"985",1352,1281153336.433
"986",1337,1281161019.74
"987",1337,1281165320.137
"988",1386,1281165835.127
"989",1386,1281166484.433
"990",1389,1281166558.24
"991",1268,1281168729.65
"992",1389,1281191800.593
"993",1376,1281192050.007
"994",1378,1281194641.24
"995",1399,1281205892.663
"996",1395,1281215696.077
"997",1389,1281220124.363
"998",1385,1281221854.86
"999",726,1281240918.393
"1000",1350,1281243018.187
"1001",942,1281246939.797
"1002",1395,1281267018.78
"1003",570,1281277690.037
"1004",3,1281278004.69
"1005",1412,1281292065.137
"1006",973,1281294175.487
"1007",1413,1281295600.02
"1008",485,1281297574.217
"1009",1195,1281297580.893
"1010",485,1281298978.713
"1011",1202,1281299889.24
"1012",1412,1281304677.29
"1013",726,1281308717.7
"1014",1424,1281314265.09
"1015",726,1281318281.21
"1016",1427,1281326727.52
"1017",1268,1281327762.533
"1018",1430,1281337520.68
"1019",6,1281348755.817
"1020",421,1281349421.673
"1021",1432,1281349595.913
"1022",1337,1281349778.373
"1023",1437,1281350838.197
"1024",103,1281352474.503
"1025",1437,1281357905.153
"1026",173,1281361003.33
"1027",6,1281361889.007
"1028",1444,1281362750.187
"1029",1444,1281363731.46
"1030",1447,1281366574.683
"1031",726,1281368186.553
"1032",1447,1281368690.163
"1033",942,1281369107.087
"1034",1444,1281372228.87
"1035",1447,1281372585.147
"1036",1455,1281376824.507
"1037",1454,1281377011.257
"1038",1460,1281378479.96
"1039",1458,1281380155.957
"1040",1462,1281380577.657
"1041",1460,1281381225.493
"1042",1462,1281381228.053
"1043",1462,1281383610.36
"1044",1458,1281388681.033
"1045",1458,1281392302.997
"1046",1459,1281392873.513
"1047",1471,1281393083.07
"1048",1471,1281393217.87
"1049",1458,1281397195.867
"1050",1385,1281400364.947
"1051",1478,1281400861.463
"1052",1385,1281400988.527
"1053",1462,1281403252.15
"1054",1475,1281408849.99
"1055",1405,1281413945.09
"1056",1475,1281421154.9
"1057",97,1281422530.703
"1058",1475,1281423553.557
"1059",1487,1281423777.383
"1060",1459,1281423802.983
"1061",1475,1281424535.67
"1062",1149,1281427462.34
"1063",1487,1281430249.683
"1064",1444,1281432555.23
"1065",1495,1281435868.057
"1066",1142,1281437696.55
"1067",1495,1281437932.05
"1068",1475,1281438406.97
"1069",1475,1281448942.253
"1070",1501,1281452346.187
"1071",1495,1281453078.593
"1072",1495,1281454165.843
"1073",1495,1281454396.217
"1074",1507,1281457417.183
"1075",1207,1281461368.28
"1076",1478,1281462698.35
"1077",1507,1281464752.837
"1078",1207,1281465670.997
"1079",1462,1281471604.203
"1080",1444,1281473291.953
"1081",1493,1281476095.513
"1082",118,1281479641.363
"1083",1517,1281483385.607
"1084",1521,1281507903.157
"1085",1521,1281508162.68
"1086",1517,1281508941.157
"1087",1521,1281511647.137
"1088",1525,1281512800.85
"1089",1525,1281513004.4
"1090",1395,1281522588.033
"1091",1521,1281522975.907
"1092",1531,1281527631.93
"1093",1520,1281531369.933
"1094",1538,1281533647.253
"1095",1507,1281534457.173
"1096",1540,1281534836.707
"1097",1534,1281535525.087
"1098",1507,1281535595.99
"1099",1542,1281535821.613
"1100",1521,1281537426.93
"1101",1538,1281538956.447
"1102",1540,1281539815.993
"1103",1469,1281540019.787
"1104",1521,1281540038.757
"1105",1337,1281542193
"1106",1536,1281552903.78
"1107",1540,1281556349.877
"1108",1556,1281561136.003
"1109",1525,1281561543.187
"1110",1557,1281561647.68
"1111",124,1281564615.81
"1112",1562,1281565024.82
"1113",1485,1281566899.673
"1114",1561,1281566965.943
"1115",1564,1281566968.47
"1116",1028,1281568141.983
"1117",1562,1281569639.727
"1118",1571,1281573807.36
"1119",1571,1281575465.383
"1120",1576,1281585336.327
"1121",1576,1281588252.307
"1122",1580,1281591068.567
"1123",1580,1281595153.927
"1124",1576,1281595798.88
"1125",1557,1281598067.233
"1126",1580,1281598247.867
"1127",1571,1281599105.587
"1128",1557,1281600697.91
